"caudate","thalamus","putamen","pallidum","bilateral_hippocampus","amygdala","accumbens.area","VentralDC","Left.Lateral.Ventricle","Right.Lateral.Ventricle","ICV"
6595,13817.2,9960.3,4038.1,7910.7,3640.7,949.2,8679.3,14686.5,14762,1774269.391
6584.3,12317.1,9258.3,3652.1,8511.8,2878,1111.2,7606.2,2968.8,2127.2,1307524.609
6441.2,11747.9,8257.2,3004,6967.9,2753.5,889.1,7040.4,11483.1,8985.2,1397431.707
5940.3,12113.5,7981.3,3328.6,5726,2350.5,687.9,7557,13713.3,12265.9,1552545.578
6590.9,12487.6,8802.7,3255.8,8924.1,3312.1,1125.9,7565.5,8239.2,10350.3,1569379.862
6920.5,13189.6,9335.3,3555.5,9093.9,3603.6,1087.2,8706.7,6755.4,5555.8,1471711.618
6844.1,13371.6,8995.5,3533.7,7111.4,2723.1,1187.3,7352.2,9510.2,6671.8,1395754.306
7616.1,12479.9,8854.4,3177.6,6740.6,3151.4,1047.1,7905,14087,12401.8,1531944.561
6986.8,12587,9339.6,4106.3,6781.4,3107.7,816.2,7333,21408.8,21466.2,1657443.356
5832.3,10519.6,7144.3,2487.3,6489.5,2409,915.3,6379.1,5041.2,4673.8,1186876.183
7384.4,11062.8,8803,3865.8,8611.8,3378.6,974.4,7705.6,34078,26122.4,1886141.48
6580.3,14106.6,8310.3,3648.1,8178.5,2804.9,873.3,7436,7521.1,5127.6,1501244.775
6926.7,13034.1,8307.3,3173.3,7599.4,2774.6,1058.6,7103.9,9114.3,6977.8,1468212.583
5357.4,11067,6156.1,2698.5,6409.2,2211.7,590.7,6432.7,14251,12227.4,1430452.547
7607.7,13977.8,10848.2,4171.3,9467.9,3627.4,1088.4,9587.8,7145.5,6854.5,1506174.282
7090.8,15497,9579.4,4302.1,8568.7,3363.6,1209.4,9307.1,9102,8369.3,1657325.357
5678.2,11996.1,7912.2,3350.4,7391.5,2865,668.5,7155.1,7319.5,6089.8,1353009.826
7395,15301.8,10837.3,4030,8394.6,3441.1,1177.3,8739.1,4981.9,5556.3,1461883.539
7231.9,15375.8,10583.9,3686.9,8075.1,3029.8,1097.4,8077.1,13693.7,12549.5,1596292.497
6492.7,14339.3,7881.7,3479.2,8168.9,3290.6,771.8,8471.3,15761.8,15874.5,1663294.077
6285.4,13403,8138,3021,7543.7,2937.1,1016,7380.2,7734.3,6343.7,1449780.697
6923.3,12855.6,8100.7,3362.8,8095.9,3005.3,972.6,7305.1,5204.9,4058.3,1327897.568
6981.2,13582.2,6923.8,3433.9,6684.6,2075.3,866,7542.4,9681.1,9981.4,1454364.172
6562.2,14083.4,8586.7,3792.6,7297.3,2519.8,873.6,8963.7,11923.2,12133.4,1574836.986
8173.4,14793.8,11599.6,4277.7,7457.2,3179.5,1253.2,9001.2,15663.1,12483.3,1591896.413
6916.3,14778.5,9853.9,3519.2,8103.6,3336.5,1377.6,8654.2,3948.6,6405,1216088.725
7165.6,15803.9,9176.4,3460.2,8140.8,2940.9,964.8,8789.3,13141.3,10668.8,1496341.812
6451.4,13056.1,7730.2,4192.5,6898.1,2798.2,799.3,7585.5,24253,23304.3,1702482.99
7487.5,15906.1,11026.4,4138.3,9265.4,3406.5,1190.5,8170.2,7922.6,5733.9,1784737.35
5831.8,13212.6,7443.2,2816,9046.9,3051.4,1027.2,7969.6,4983.8,4547.2,1404504.772
6232.1,12466.4,9740.9,3327.2,6445.9,2736.3,949.8,7236.5,5124.2,3835.8,1212041.875
6001,12532.6,8053.6,3073.6,6820.1,2440.3,908.8,7220.3,3754.8,2827.6,988365.4096
7426.1,12754.8,9145.9,4027.6,7917.5,2813.4,1140.3,7801.2,5070.8,4972,1462505.243
8025,14389.7,10202,3873.9,7644.4,2971.9,824,8189.5,20778,18227.5,1864180.405
6850.1,15395.3,9812,4226.8,9351.4,3461.8,1052.8,9523.1,9472.1,11719.9,1644549.101
5090.6,9295.3,6283.7,2549.1,5825,1970,538.1,5348.1,11534.3,10905.5,1237682.837
6982.6,16045,10342,4180.3,8480.4,3093.4,1323.9,8568.3,8231.9,6238,1708652.849
7170.1,15032.8,10884.7,4079.5,8246.9,3064.9,956.8,8732.8,12371.1,15541.1,1637229.602
6506.9,12591.9,7651.1,3170.5,7230.9,3144.2,820.7,8094.3,9898.6,10238.2,1446051.387
6436.7,11284.5,6951,3072.1,6873.4,2422.6,666.7,7061.3,10265.1,7848.2,1353712.675
5897,13020,10011.8,3596.5,8177.5,3025.9,855.2,8111.4,11164.2,10659.5,1518925.066
7286.2,13757.9,7993.1,3571.1,6934,2700.1,971.8,9180.4,19138.3,16703.1,1791581.441
6777.6,16080.2,9822,3529.9,8157.3,3151,1371.5,9545.5,4339.4,4103.1,1475743.595
6459,10404.9,8080.2,3350.3,6056.7,2614.2,769.9,6753.4,16279.2,16509.2,1464854.615
7120.7,16352.4,9734.1,4102.3,8113,3316,946.5,9626.8,7765,5725.6,1698560.619
4792.3,12363.4,8305.7,3167,7469.2,3045.5,897.5,7570.5,5981.1,5122.4,1301098.001
7391.5,16311.2,9846.8,4603.3,9000.7,3289.3,1311.5,8867,6836,7550.6,1593231.752
7327.3,11970.4,8827.7,3458,7570.5,2636.3,835.5,7799.5,9966.6,9015.9,1485812.914
6472.6,12577.4,9335.5,3847.9,6860.2,2829.9,920.1,7689.3,16997.7,14166.2,1586566.582
6342.1,12836.7,7361.1,2981.2,7339.2,2759.1,665.8,7380.6,31358.2,24885,1668552.597
8316.2,15003.8,9928.4,4569.3,8269.7,3002.5,989.7,9705,21021.3,23301,2003603.318
6770.5,13418.2,8716.3,3580.9,8045.5,2830.8,908.2,7781.8,6190.2,5823.1,1466236.212
6205.5,13183,9407.3,4080.3,7461.3,2703.4,767,7314.4,7353,8165.6,1325722.394
6981.9,14470.6,10425.1,4020.1,9283.4,3455.3,917,9625.8,6769.7,7260.7,1647984.043
8102,11543.1,8976.7,4128.5,7508.3,3356.9,941.3,8256.9,19120.2,14737.9,1594066.312
8086.1,13977,8239.6,3231.2,6463.9,2321.6,806.9,6844.2,38738.9,27609.5,1799304.56
7116.8,14394.9,10818.9,4053.4,8169,3397.6,1262.5,9115.9,5750.8,5220.9,1457344.5
6639,13725.7,8983.2,3433.8,8645.4,3395.7,1047.6,8902.1,4638,4958.9,1496394.975
6803.7,12370.5,8094.1,3565.7,7344.3,2987.8,839.7,7158.7,11318.4,11470.7,1491116.938
6329.5,13222.2,9465.8,3472.4,8026.3,2858.4,1043.1,8032.1,5556.2,6131.4,1367483.788
5917.9,12806.3,8457.2,3204.9,7866.9,3579.9,1058,7197.6,16872.6,13355.6,1766136.013
6850.9,13187.7,7842.5,3725.6,7634.9,2864.4,1295.3,7826.8,7076.9,6826.4,1452624.997
6352,13226.5,9395.7,3703.9,7527.9,2620.2,868.9,8336.3,15003.8,13528.4,1417395.071
6979.2,15530.9,9669.4,4406.6,8677.1,3550.4,1076.8,8989.5,14346.9,12263.7,1793149.207
5369.8,11129.9,6428.3,2803.2,6121.6,2160.9,735.5,6764.2,30126.2,29182.8,1589603.138
5751.4,10910.4,8065.8,3313.2,6397.2,2550.4,787.3,6767.4,27449.5,15553.8,1452259.67
6304.5,11335.4,9111.5,3628.6,6392.2,2538,734.6,7292.4,13564.1,10820.4,1472983.63
7046.4,11769.4,7948.8,3650.3,7622.1,3073.1,890.4,7597.4,13311.3,12010.6,1599681.586
6250.2,15687.9,8670.1,3681.1,7986.6,2920.5,868,8688.5,7197.6,4261.2,1472462.7
9686.2,11843.5,9737.2,3226.5,6914,2194.5,857.7,6648.9,20944.1,20424.6,1442882.957
6315.9,13557.6,9385.7,3904.9,7453.2,2966.3,934.8,8185.1,12290.5,10390.3,1451504.169
5529,12197.5,6332.4,3911.3,5878.3,1698.2,466.9,6213.1,14737.7,14370.2,1350193.221
6669.2,12880.8,9137.4,3487.7,6989.9,2955.8,1045.4,7206.1,3895,3415.9,1304437.172
6854.2,12224,8816.7,3781.6,7210.3,2876,917.1,7071.3,13039.3,13130.7,1543386.613
9006.1,19050.9,10778.8,4597.4,8855.2,3848.7,1578.3,10578.6,8242.3,9390.6,1714618.571
6761,14826.5,8763.4,3960.6,7896.7,3549.1,1351.4,9075.7,11434.2,10250.9,1608143.304
5984.6,10320.1,8012.9,3416.3,5877,1848.8,744.7,6981.4,17464.1,17326.2,1463089.489
6396.5,12430.1,8150.7,2895.2,7195.2,2722.8,848.3,7789.1,18514.6,19205,1645186.513
6030.7,12498.8,6634.3,2972.3,6073.5,2174.5,649.8,6156.2,29536.6,27941.6,1521633.748
7838.9,14891.1,10229.9,4385.8,9432.5,3664.8,1391.3,8634,5324.9,6282,1639914.535
7223.8,14507.4,8574.4,3716.2,7950,2770.6,975.5,8026.4,15646.3,9485.4,1374625.771
9606.5,13065.5,8615.5,2939.6,6629.5,2613.4,722.7,6578.9,43168.7,28819,1652895.911
7349,13604,9712.9,3793.1,7768.2,2988.7,1102,8200.1,7527.2,8096.5,1494845.903
6538.2,12047.2,7977,3225.5,6110.2,2756.4,963,7109.3,14246.6,16264.3,1176754.381
7355.1,14295.3,9352.6,3785.6,8245.2,3178.3,1162.7,8253.8,14031.3,12431.5,1553729.562
7419.7,12603.7,9392,3023.4,7127.9,2627.5,895.2,6850.9,11235.2,13054.7,1398264.982
6958.9,11918.8,9253.9,3739.1,7539.3,2849,969,7304.1,21193.3,22970.5,1559293.462
7309.2,14368.4,9767.8,3715.9,7906.8,3599.5,1090.8,7664.6,11210.2,10807.4,1562400.277
6340.5,11381,8177.6,3428.3,7111.3,2648.2,738.8,7683.3,17039.9,16947.8,1579288.021
7204.2,12821.5,7578.6,3436.8,6466.5,1763.1,690.2,7469.4,19506.1,17239.2,1603697.849
8535,16295.4,10038.7,4095.2,7680.6,3172.1,1034.2,9859.6,17054.5,20391.7,1766437.836
6339.6,12885,7675.6,3223.8,7331.8,2831.3,852.8,6949,6487.8,6277.8,1357455.826
6161.5,11969.5,8874.5,2893.9,6442,2720.3,1087.9,6703.1,9667.1,7869.5,1271133.55
6271.1,13577.3,9022,3493.8,8070.8,3098,1006.4,7585,6149.2,6249.8,1369401.009
5891.5,12349.1,7414.6,3385.1,7615.3,2843.6,875.5,8277.3,10765.8,9802,1502501.372
7049.7,11534.3,7786.2,3121.6,7335.7,2966,787.4,7211.6,20894.3,18740.2,1512891.139
6051,10983.4,7927.1,3184.4,6642.6,2304.6,690,6519,9001.1,9494.1,1465438.768
6760.4,15069.7,9922.4,3908.5,8803.9,3235.2,1184.1,8864.3,5795.2,4975.8,1429461.809
7643.9,16187,10727.8,4188.5,8674,3760,1263.9,10478.1,6169.1,6441,1712202.856
7733.9,13224,8876.5,3626.7,7963.7,2821,1093.4,7862,7734,4655.4,1483226.787
7570.2,16700.5,10820.3,4080.6,8715.6,3705.2,1194.2,9528.5,10971.4,8037.7,1758997.111
5244.5,11937.7,8157.6,2935.4,7378.3,2701.3,1007,7198.6,4737.7,4007.2,1198327.052
6259.2,11970.1,8768,3252.2,5999.8,2518.9,748.8,6177.2,26503.6,25321.4,1560027.01
6988.5,12855.8,7759.2,3700.8,6660.6,2811.3,638.9,7598.5,14630.6,15841.9,1558785.831
7411.7,12698.2,9154.8,3635.9,7638.2,3495,1081.5,7943.1,5344.1,4293,1496206.867
6587.8,12760.3,8646.2,3304.2,8122.8,2816.1,805.8,7907,7124.5,8148,1472367.579
6668.1,14466,9214.2,3477.2,8124.6,2932.6,945.1,8685.1,7144.9,8337.4,1643247.172
7061.3,13626.7,7776.6,3503.9,6559.2,3275.3,805.4,8121.5,27568.2,27015.9,1761375.893
6872.9,15633.1,9786,3710.3,8469.2,3506.1,1041.1,8905.8,5617,6056.9,1579865.299
7938.4,14132.6,9749.8,4518.8,8136.3,2951.4,1138.9,7930,19170.5,14360.5,1720264.21
6187.2,12796.2,8226.1,3117.7,7396.7,2873.8,836.4,6813.8,4804.6,3857.3,1345648.311
5667.6,10568.1,5907.8,3193.5,6051.8,1710.6,506.5,6388.1,25817.5,21902.6,1346846.185
8212.5,11817.9,7676.9,3231.8,7678.3,2882.3,684.4,7399.6,21687.9,22041,1635654.977
5262.5,11008.4,7537,3352.5,6130.9,1932.8,808.8,6449,9260.2,8469.1,1287481.74
9131.4,13858.6,10889.2,3572.1,7971.4,2950.7,1255.7,8520.3,11924.2,10180.1,1677404.736
8257.1,16542.8,10719,4228.4,8882.8,3869.1,1307.9,10403.1,6892.1,6054.9,1699761.455
7878.1,13444.2,9778.8,3523.8,8488.7,3202.1,934.3,7268.7,6421,6261.8,1338171.392
8262,15453.3,11507.9,4430.4,8552.6,3526.6,1316.2,8250.7,9472.5,10634.2,1685472.622
6414.8,12503.3,9059.3,4076.2,7688.8,2586.8,1142.9,8144.8,9359.2,7283,1122515.449
6526.3,14827.6,8703.2,3671.4,8268.4,2944,1167.8,7718.2,4603.4,4622,1153778.123
7742.8,15934.7,9099.2,4426.4,8417.5,3885.5,977.3,9235.1,23922.2,30485.3,1896556.105
8802.9,14470.3,10271.5,3784.2,8945.9,3661.8,1457.1,8397,3760.1,3518.7,1310017.64
8513.2,12896.6,13478,4580.8,7994.7,3196.8,892.4,7023.9,24909.9,16031.6,1791163.964
7661.6,12634.2,9849.9,3885.1,8763.7,3278,944.9,9278.9,20014,21945.3,1743238.011
7346.9,13592.8,10630.9,3864.6,7831.8,2432.3,1217.8,7882.6,11247.9,11598,1522552.551
8628.6,15820.1,11482.1,4365.3,9493.7,3725,1473.6,10009.2,10713.7,9009.4,1731721.159
7113,13756.2,7688.5,3423.8,7545.3,2806.6,1076,8188.9,20233.3,16159.7,1688306.742
5733.1,11819.9,7691.7,2846.1,7961.7,2995.1,755.3,7109.8,13426.4,14309.4,1559672.951
7116.6,10928.9,7692.9,3923.7,6991.2,2058.3,803,6715,18815.4,14420.2,1575904.003
7455.8,15672,11485.9,4412.8,8384.3,3262.7,1250.1,9043.9,5362.1,4471.9,1679874.102
7372.5,13303.8,8738.6,3448.6,6825.4,2537.2,1011.6,7464.6,18635,21432.1,1507535.657
5630.2,12448.5,6803,2643.3,7071,2342.8,902.7,6804.6,13612.8,11813.7,1495417.962
6360.8,12594.4,8129.7,2903.9,7651.5,2742.4,917.8,7477,10162,11164.2,1437582.395
8199.7,14930.3,9298.3,3928.7,7382.5,3081,1338.4,7170.3,7932.3,7459.2,1507437.897
4796.6,10231.4,5604.9,2193.3,6858,2410.7,662.6,5524.9,13547.9,15485.5,1336238.285
6510.4,11850.3,8734.1,3252.9,7370.1,2688.8,784.7,7187.1,11947.4,9135.4,1441877.348
6463.2,14971.2,9511.8,4249.5,7480.1,2528.8,1148.9,8508.5,11558.5,8973.6,1632636.467
6581.1,12965.6,8244.7,3688.7,6692.4,2712.6,986.8,6920.9,8879.9,9466.5,1366442.463
6998.5,12420.1,7261.6,2770.1,7776.6,2499.3,893.4,6731.4,11858.1,8182.7,1397445.689
8070,15918.6,9651.9,3715,7498.4,2985.7,1130.4,8381.1,17852.8,15752.1,1603261.717
8269.4,11881.1,8110.4,3664.5,7996.2,2978.9,867.2,7356.5,13117.1,11958.1,1532438.019
6994,12499.2,5904,3087,6767.3,2316.6,599.6,8062.1,19257.2,20603.2,1669423.27
5370.4,11602,6739.9,3048.3,7646.3,2161.3,658.2,6928.4,7691.9,6606,1285184.532
6434.7,12997.6,8351.8,3423.8,8105.8,2595.1,1075.1,7433.7,4074.7,4984.5,1385630.038
5422.1,12847.3,8676.2,3347.5,7333.7,2792,1020.7,7287,6236.2,6802.5,1399225.154
8495.2,12107.9,11310.4,3288.4,7304.2,2982.9,848.8,7547,22035.1,13185.9,1607216.17
7658,11351,8854.2,3276.7,6812.9,2758.6,916.5,7338.3,10120.5,8639.7,1441419.248
7506.7,13706.1,10388.8,4135.9,8659.9,3115.8,1188.9,8484.3,10336.5,5309.5,1492934.969
7889.1,16843.5,10221,4014.8,9606.4,3357.8,1542.6,8975.5,7746.1,5480.8,1631633.315
5702.7,13482.8,8622.5,3091.1,7150.9,3148.2,1092.8,7301.7,2763.5,3058.4,1071950.527
7231.7,11231.7,7807,3296.7,6236.4,2075.1,716.9,6992.5,21165.3,17663.8,1443067.833
5897.7,11608.9,6903.3,3285.9,7446.3,2313.5,591.2,7099.2,15391.7,12227.4,1534693.434
7316.3,11362.9,9760.3,4368.4,7865,3131.2,859.8,7697.9,15343.6,12011.3,1543297.994
7217.3,13781.5,8199.4,3733.8,7680.8,3134,781.3,7588.3,14811.5,14760.6,1731064.452
8021.1,12820.3,9092.4,3913.9,8224.4,2764.9,938.9,7640.1,8613.5,7122.4,1365335.645
7445.4,14022.7,9233.7,3874.2,8506.9,3221.9,1205.2,8846.2,8492.8,11092.8,1610204.633
8200.3,14328.6,9899.9,3768.9,8366.5,3118.6,967.6,7760.9,14054.6,14304.2,1679814.355
6593.5,14009.8,7929.6,3350.2,7996.3,2960.2,949.7,7567.9,5937.9,5914.5,1391267.733
7739.6,12440.7,8460.1,2991.4,7585.1,3043.8,1255.7,7255,4327,5641.7,1442801.554
6919.1,13206,7591.9,3441.6,8199.1,3149.8,1117.6,8398.9,7774.4,8752,1542171.47
5710.7,12177.6,8438.2,3384.1,7297.6,2898.9,921.5,7254.6,8421.3,7623.9,1404133.928
6790.5,12160.8,7177.5,3251.4,6558.9,2322.8,722.7,7034.9,25611.6,20700.5,1543162.316
6961.7,14497.6,10507.5,3850.4,8721.1,3352.7,1330.6,8276.2,9273,8787.4,1709405.121
6978.7,16231.6,9799,3950.5,9016.3,3139.8,1021.2,9215.6,11637.1,12027,1783920.444
7308.8,15521.6,10250.2,3868.6,7627.3,3041,1162.8,8999.8,5227.8,5310.2,1533905.184
7052.7,11441.6,8198,2985.3,5739.9,2530.6,797.5,6823.9,18606.9,15746.9,1504863.864
7037.8,12826.5,8843.7,3276.6,7313.9,2948.9,931.6,7857.3,20415.6,22532.3,1891981.728
7239.8,15083.5,11010.9,3755.3,8124.1,3482.9,1413.8,7885.8,6802.3,3351.4,1439993.907
15299.3,16074.6,14425.9,4708,7390.7,2754,1236,8019.6,44335.5,24114.8,1976817.739
7310.9,13544.7,8197,3645.8,8859.5,3523.9,937.3,8789.3,7298.1,5826.5,1652120.719
8961.5,14944.3,9453.2,4592,6485.8,2366.3,818.6,7084.3,27972.3,30138.9,1853803.353
6754.7,13375.2,7618.2,3603.5,8478,3464,1079.1,8652.7,12050.6,10641.2,1738743.721
7804.3,14143.6,9336.8,3644.1,8178.2,3162.3,920.4,9244.4,26223.6,13301.7,1699492.944
8249.4,16413,10495.9,3821.3,9693.9,3608.6,1319.9,9948.2,4011.8,2958.1,1591427.155
7355.7,14356.8,8293.8,3304.2,7976.1,3191.8,997.7,8590.2,18514.3,17979.5,1685932.371
5768,10431.6,9305.5,3614.3,7152.3,2426.7,765.1,6690,11529.4,7939.3,1221071.755
7501.4,18408.9,10323,4489.5,8857.1,3216.2,852,8765.2,8101,5906.5,1868723.317
6900.6,13017.1,9245.9,3616.7,8119.2,3096.4,966,7656.4,6337.5,4851.6,1352633.205
6625.7,13322.8,9105.9,3858.8,7637,3629.4,808.3,7677,7214.8,8808.3,1377514.226
6465,12803,8339.6,3646.6,8132.1,2853.6,906.5,7885.1,9836.8,8035.6,1350853.28
5038,14789.1,8460.9,3633.4,6565.7,2684.5,1044,8595.5,7061.3,6165.4,1139541.947
7761.8,15096.6,8572.1,3692,8692.6,2935.9,1301.6,8653.4,5685.2,8218.5,1549262.885
7381.2,13103.9,8417.1,3523.3,5293.5,2226.8,922.9,7269.8,17517.9,17906.1,1572187.554
5942.6,11986.6,6937.8,2595.6,7105.2,2674.4,675.9,7271.6,10860.7,13975.1,1440735.439
6219.4,12370,8600.5,3606.9,8939.4,2879.4,949.3,7074.4,4699.6,6088.8,1365942.546
6575.1,12805.4,8904.9,3648.8,8829,2989.8,745.8,8215.8,21659.2,15360.6,1683383.267
6511,11630.6,8444.1,2922.3,7476,2448.6,847.4,7384,10320.3,9539.9,1338611.819
5453.2,11561.6,7788,3303.9,7531.1,2986.7,815,6855.3,8635.3,10827.3,1372580.107
6855.5,12375.9,7986.4,3412.6,7477.8,2977.4,1054.3,6779.1,7896.1,7231.2,1474540.918
6974.7,13647.9,9383.4,3374.5,7160.1,2889.8,1065.4,7760.6,5479.1,4578.7,1373859.117
5999.1,14071.3,8301.4,3077.2,7401.5,3028.5,825,7572.4,8791.9,8687.4,1370568.224
6727.7,14203,10112.3,3291.7,9082.2,3700,881.9,8228.4,9338.8,8300.9,1598248.192
5620.8,11335.5,8524.1,3468.7,7305.4,2693.6,897.9,6573.1,7076.4,6442.8,1085285.469
6014.5,12309.2,8733.7,3963.8,8056.8,2780.1,608,7450,7745.1,5974.7,1393887.581
6622.2,13947.8,8816.2,3434.9,8398.2,3030.4,873.5,8161.5,7540.6,5079.6,1530814.039
6631.8,13285,9554.9,3796,7907.6,3233.8,1125.4,8165.4,10699.7,9641.5,1563599.644
6168.5,12946.4,8379,3183.5,7219.2,2824.4,776.1,7908,11678.6,11023.8,1422035.561
7297.8,15583.9,10719.3,4146.8,8379.8,3216.7,1284.7,8538.2,7863.1,6722.3,1579339.456
6783.1,16364.2,9352.7,3680.8,8598.5,3676.3,1294.1,8879.3,3886.8,3621.2,1567412.65
6776.2,12496,7824.3,3838.9,7390.6,2733.7,916.9,6988.5,25247.4,22635.7,1569912.817
6293.6,13100.9,8530.7,4132,8034.2,2528.6,1110.1,7422.4,6657.3,6389.7,1432858.897
7659.4,12970.4,9744.1,3758.3,7357.9,2704.8,1013.2,8495,11441.6,9131.2,1489171.687
6532.2,13496,9263.7,3868.3,7994.6,3015.2,932.1,7846.5,5317.8,5458.9,1385868.226
7870.4,14251.8,8414.8,3909.2,7778.3,3017,866.7,8295,10931.3,11826.9,1634382.778
6077.7,12583.1,9383.2,3536,7329.4,3219.1,1005.2,7466,11901.9,10896.7,1408580.151
8680.9,15204.1,10520.6,4198.2,8174.2,3159.9,1063.9,8321.7,18367.9,18173.6,1683076.048
7516.5,14411,9329.9,3774,8452.1,3442.6,1261.5,8677.5,4556.6,4684.8,1198779.322
7870.1,14001.3,10174.8,4011.2,7389.1,2862.4,966.4,8122.8,9747.4,7769.7,1507284.956
7826.5,14184,10230.4,3881.8,8113.9,3360.7,1096.9,9104.6,3924.9,3517.6,1391049.946
6690.4,13772.8,8957.8,3870.4,8200.4,3458.4,1108.4,8045.8,5214,3908.1,1520658.461
8612.6,14860.3,11903,4877.9,8908.1,3385.1,1279.4,9504,9527.8,11123.7,1675427.731
8452.3,11382.8,8158.8,2806.5,6748.8,2503.5,696.6,6513.3,25381.8,24197,1564575.983
5962.2,11248.3,7251.9,3201.8,7599.7,2934.2,778.8,7062.5,15696.7,15946.5,1541670.416
6655.6,13273.2,9097.6,3627.4,7518.2,2878.3,885,8003.9,6607.9,6552.9,1403796.199
7575.1,12549.2,6050.4,3169.1,7562.6,2987.5,768.4,6528.4,28664.9,24596.8,1661798.546
6433.8,13016,8446.5,3448.7,9262.8,2904.6,930.2,9114.1,12801.6,9344.8,1392471.471
7281.5,14375,11365.6,4057.9,8537.9,3623.6,1455.4,9310.6,7195.7,6995.3,1591257.162
5720.9,12323.2,9149.2,3366.7,7666.3,3085.3,1120.4,7480.8,9825.5,6377.2,1475789.04
7963.2,14861.4,8133,3465,8040.8,3004.1,780.5,7710.3,15760.1,16206.3,1677691.803
6671.7,13283.7,7918.2,3610.2,7395.8,2653.5,1103.2,8107.7,6489.7,7859.3,1409154.055
6434.4,11238.1,8502.8,3011.1,6531.8,2636.7,761.8,6998.8,15553.6,14284.1,1531684.671
6500.8,12231.6,8429.3,3018.2,6790.1,2392.8,913.5,6647.2,7008,5893.5,1231190.741
5733.6,11153,8272.4,3636.8,6893.8,2257.7,786.6,7229.9,18763.5,16201,1342280.633
6045.2,13319.4,8893.9,3433.7,7962,3207.5,1186.4,8159.7,30950.1,23625.2,1851768.27
6250.9,13580.2,9839.4,3561.2,8045.2,3170,913.9,7897.9,9607.5,8019.1,1529540.436
5900.7,11511.9,7630.3,3311.8,6476,2267.9,735,7297.1,21145.1,14752.8,1594360.092
6963,13576.6,9224.7,3618.9,7676.5,3669.5,920.9,7591.9,26775.1,22374.8,1778762.601
6652.4,11698.7,8834.5,3592.9,8118.4,2731.4,1096.1,6826.5,4962.5,4932.3,1232889.985
8197.6,16094.1,10584.2,4218.7,8693.1,3747.7,1240.8,9190.1,16804.7,14039.9,1909440.805
7048.4,11323.6,7299.1,3366.2,7487.5,2643,855,7861.6,13249.8,13037.6,1331061.743
9319.2,15199.8,10345.8,3770.1,8612,3388.3,1061.2,8865.2,28566.6,20651.4,1897536.076
5893.7,15103.2,8986.5,3494,6997,2644.5,1047.2,8332.1,12780.3,10672.8,1677442.443
7269.8,13043.1,8323.3,3237.5,8594.3,2926.6,905.5,8633.8,13022.3,10866.6,1537428.613
5814.9,11747.2,7222.4,3084,7784.1,2893.9,956.7,6849.6,27008.1,26160.4,1741066.333
6347.7,12229.1,7047.7,3233.7,7111.5,2491,689.9,7403.1,21514.7,14454.6,1570899.475
6525.2,13393.8,8183.6,2911.4,8330.4,3194.4,964.8,7569.9,5742.1,5262,1378961.497
5836.9,12114.4,7639.8,2990.1,7873.7,3444.2,1100.8,7144.3,4827.2,5137,1381574.638
6973.8,15192.2,9679.1,3680.2,8242.9,3104.2,984.2,8791.6,11802.1,8500.1,1604878.103
7661.4,12403.1,8624.8,3795.3,7120.8,2548.7,1019.7,8000.3,11602.3,8264.6,1367543.638
5578,13972.5,6590.1,3383.1,7792.2,2576.5,811.6,7147.8,5745,9322.4,1371515.93
8402.3,14163.7,9567.7,3929,6813.5,2825.1,797.9,8230.4,31500.7,36055.7,1867651.2
6810.3,14083.8,7424.1,3081.3,7349.2,2528.8,837,7362.1,21440,13669.1,1551998.405
